,numVehicles,minRecipients,maxRecipients,operatingError,reportingError
337248,300,1,10,0.1574892100479068,0.1346061866256497
337464,200,1,10,0.1693438846414641,0.1339216187486231
337680,300,1,10,0.1585194932554262,0.1307948180295992
337896,200,1,10,0.1650018959023958,0.1388844173003691
338112,300,1,10,0.1636024381202971,0.1320932350896968
338328,200,1,10,0.1777081323217676,0.1417957318167222
338544,300,1,10,0.160533824217689,0.1345127575520658
338760,200,1,10,0.173574053759784,0.1451187611451738
338976,300,1,10,0.1525421367230116,0.1304528061663596
339192,200,1,10,0.1784381527962371,0.1386319838316285
339408,300,1,10,0.1569950899724967,0.129573691244074
339624,200,1,10,0.166431032966361,0.1326073899481665
339840,300,1,10,0.1599464803046047,0.1311557222092414
340056,200,1,10,0.1636551248975167,0.1301334491651677
340272,300,1,10,0.1574815393924769,0.1307918186904049
340488,200,1,10,0.1677083900314216,0.1361981087330969
340704,300,1,10,0.1731666671126305,0.1329896211359127
340920,200,1,10,0.1685633733696208,0.1442445375925531
341136,300,1,10,0.159332930106788,0.1327670797872958
341352,200,1,10,0.1643708320564151,0.1291826607630153
341568,300,1,10,0.1607700861146577,0.1314454022170999
341784,200,1,10,0.1735679273798167,0.1312247693296626
342000,300,1,10,0.1651555114826018,0.1309619737472674
342216,200,1,10,0.1704150988791603,0.1315012897293988
342432,300,1,10,0.1659426830796766,0.1317449668328957
342648,200,1,10,0.1670003921512917,0.1328868391005092
342864,300,1,10,0.1590433502427276,0.1280045953923675
343080,200,1,10,0.1753384685673697,0.1334223505824552
343296,300,1,10,0.1531508422135476,0.1306526690606244
343512,200,1,10,0.157344549488465,0.1331974777524104
343728,300,1,10,0.1588110668252308,0.1312236665040916
343944,200,1,10,0.1633051640440913,0.1293180033857305
344160,300,1,10,0.1599026904927737,0.1350111305445357
344376,200,1,10,0.1620808366260092,0.1251642526192873
344592,300,1,10,0.1625341340607643,0.1322645282201703
344808,200,1,10,0.1581422315967171,0.1310450554263747
345024,300,1,10,0.1645842499256212,0.131890832886727
345240,200,1,10,0.1614132694566365,0.1333100703813864
345456,300,1,10,0.1507228750566299,0.1293145302352213
345672,200,1,10,0.158175372507579,0.1328557336581242
345888,300,1,10,0.1522284888603813,0.1353165509850961
346104,200,1,10,0.1647909647257483,0.1346555222831159
346320,300,1,10,0.1537743135541267,0.1299282868840935
346536,200,1,10,0.1625173146257755,0.1334472422724418
346752,300,1,10,0.155986226246863,0.1290287285415277
346968,200,1,10,0.1754074428708702,0.1399199065330739
347184,300,1,10,0.159391879851162,0.1292765899047571
347400,200,1,10,0.1636334721382555,0.1331439692868702
347616,300,1,10,0.1567996153599345,0.1356527764568214
347832,200,1,10,0.1615242290656497,0.1259217427343453
348048,300,1,10,0.1613979389242635,0.1319149178027672
348264,200,1,10,0.1771468893928657,0.134147056471149
348480,300,1,10,0.1607820554632027,0.1308707921986668
348696,200,1,10,0.1597992874133491,0.133708513952889
348912,300,1,10,0.1624231227789812,0.1303226760991056
349128,200,1,10,0.1660312512749584,0.1321928165333323
349344,300,1,10,0.148067638934661,0.128683939760216
349560,200,1,10,0.1617336013806289,0.1222970791119837
349776,300,1,10,0.1584299796071416,0.135903464562496
349992,200,1,10,0.1753157159981554,0.1372952433350392
350208,300,1,10,0.1643450408365042,0.1329329294684043
350424,200,1,10,0.171121612044605,0.1325685771744852
350640,300,1,10,0.1567319259069827,0.1351292202774214
350856,200,1,10,0.1667688707605658,0.1287627702752977
351072,300,1,10,0.1655694048200049,0.136056158355521
351288,200,1,10,0.1609550283730155,0.1354173273455476
351504,300,1,10,0.1608522371767878,0.1344492291602831
351720,200,1,10,0.1625926044619869,0.1262543421148132
351936,300,1,10,0.1658916002771805,0.131945483165403
352152,200,1,10,0.1654528062084029,0.1335009061997756
352368,300,1,10,0.1632970133097221,0.1327468969144627
352584,200,1,10,0.1770809252943684,0.1329678736132645
352800,300,1,10,0.1604334283695424,0.1354150128975632
353016,200,1,10,0.1667744107764778,0.1264985444301
353232,300,1,10,0.1622987605959466,0.1292805168471408
353448,200,1,10,0.1689170847246413,0.1303093131270163
353664,300,1,10,0.1538025167554402,0.129747902999015
353880,200,1,10,0.1771107257154361,0.1326976794438652
354096,300,1,10,0.1614261370378431,0.1327915465119407
354312,200,1,10,0.1710602699961354,0.127580332094408
354528,300,1,10,0.1589045847584527,0.1308027344085829
354744,200,1,10,0.1686634665409144,0.1336268417934994
354960,300,1,10,0.1612127346065939,0.1294481897985192
355176,200,1,10,0.1690276437263826,0.131865724374933
355392,300,1,10,0.1498617003451682,0.1286871941202005
355608,200,1,10,0.1717420232460145,0.1312956822491994
355824,300,1,10,0.1601163210443699,0.1326326980223112
356040,200,1,10,0.1655355306442136,0.1383065791496852
356256,300,1,10,0.1587844986827364,0.1323819313307792
356472,200,1,10,0.1627997082807606,0.1329778243966908
356688,300,1,10,0.1608727310662912,0.1304066841739019
356904,200,1,10,0.1672661245823927,0.1335020605379713
357120,300,1,10,0.1609555234777733,0.1313126147098356
357336,200,1,10,0.1670125150222411,0.1331801709216229
357552,300,1,10,0.157527028007464,0.1323849888689444
357768,200,1,10,0.1608074328194671,0.1305413439610203
357984,300,1,10,0.1651295138149413,0.1321806122818159
358200,200,1,10,0.1685329282222278,0.1347837383736264
358416,300,1,10,0.1598114403299905,0.1293305860210791
358632,200,1,10,0.173064742252085,0.1384792136498892
358848,300,1,10,0.1619678667450448,0.1354135894205938
359064,200,1,10,0.1585927390571735,0.1293446163012308
359280,300,1,10,0.1573137842644945,0.1325889358857954
359496,200,1,10,0.1672559796108241,0.1354075323109688
359712,300,1,10,0.1606249176246548,0.1314051200258807
359928,200,1,10,0.1599606214625747,0.1314843590408882
360144,300,1,10,0.1559559642018227,0.1310926093756824
360360,200,1,10,0.1751077291917872,0.132780172287427
360576,300,1,10,0.1594650980001163,0.1256376180226639
360792,200,1,10,0.1613891575533135,0.1338810803394864
361008,300,1,10,0.1592381146469133,0.1288502187387706
361224,200,1,10,0.1691892531478261,0.1305068111661112
361440,300,1,10,0.1610157766675134,0.138966096779322
361656,200,1,10,0.1776296738685797,0.1398375819300706
361872,300,1,10,0.1560285080017672,0.130799765331129
362088,200,1,10,0.1719475603667388,0.1304450170772831
362304,300,1,10,0.1597948134669949,0.1310880521918613
362520,200,1,10,0.1794087701803618,0.1362082104020034
362736,300,1,10,0.1612907247644666,0.1340277836885077
362952,200,1,10,0.1712399989952874,0.1325291282482083
363168,300,1,10,0.1647638951255375,0.1346963094827108
363384,200,1,10,0.1589216608550467,0.1341165666485792
363600,300,1,10,0.163168135393323,0.1391484529818078
363816,200,1,10,0.1650171364293328,0.1254347167375075
364032,300,1,10,0.1551831148457542,0.1318903960487519
364248,200,1,10,0.170189431910196,0.1283132378935151
364464,300,1,10,0.1629577649876131,0.1338586202348055
364680,200,1,10,0.1669020878797667,0.1363675178766015
364896,300,1,10,0.1560733697492926,0.1333266940559147
365112,200,1,10,0.1740641680700504,0.1304715102766862
365328,300,1,10,0.1519402455099979,0.1338998556110958
365544,200,1,10,0.1682882778105631,0.1362122138921886
365760,300,1,10,0.1541246711001258,0.1294719673096399
365976,200,1,10,0.1717909203414126,0.1320317945718948
366192,300,1,10,0.1612985593369273,0.1352305525721147
366408,200,1,10,0.1595903213097941,0.1321798145984535
366624,300,1,10,0.157289713979253,0.1314073162706292
366840,200,1,10,0.1705720018339321,0.1303653343809715
367056,300,1,10,0.1537338605619961,0.1272456772863917
367272,200,1,10,0.1713048265856918,0.1294294123967248
367488,300,1,10,0.1586901513693638,0.1303065879472581
367704,200,1,10,0.1790992080455506,0.1414925144637193
367920,300,1,10,0.1659155175214494,0.135059328101001
368136,200,1,10,0.1701744484051462,0.1298321650275555
368352,300,1,10,0.1627755397377698,0.1289876002522225
368568,200,1,10,0.1702272790153284,0.13473375556699
368784,300,1,10,0.1625893348183588,0.1316419397509823
369000,200,1,10,0.1623966255161158,0.1354251946811321
369216,300,1,10,0.1575123224470677,0.1280483304274992
369432,200,1,10,0.1729416173157672,0.1363379153748855
369648,300,1,10,0.1547327149884312,0.1273114755063966
369864,200,1,10,0.1695059247958133,0.1336569455964858
370080,300,1,10,0.1557380882163325,0.1329160811771951
370296,200,1,10,0.1641267355953303,0.1307580293902643
370512,300,1,10,0.1560392683154577,0.1337702886033718
370728,200,1,10,0.1598970320356351,0.1298626884314946
370944,300,1,10,0.1596933376944837,0.132013062987838
371160,200,1,10,0.1635769409999264,0.1343893375818002
371376,300,1,10,0.1677420032338194,0.1335830314016692
371592,200,1,10,0.1636253099998912,0.1313544482855493
371808,300,1,10,0.1572108653789698,0.128588724109656
372024,200,1,10,0.1699625994044519,0.130526612203941
372240,300,1,10,0.1562302963173249,0.1287723398356402
372456,200,1,10,0.1614111945892717,0.1310243585286602
372672,300,1,10,0.1626877723960456,0.1332278700938452
372888,200,1,10,0.1727718486747692,0.1302719538305911
373104,300,1,10,0.1622353138713587,0.1360756117966911
373320,200,1,10,0.1725777228170766,0.1377412201341014
373536,300,1,10,0.1598870119230337,0.1282595326622744
373752,200,1,10,0.1739652919132719,0.1330084209449136
373968,300,1,10,0.1661660400432417,0.1333685293966118
374184,200,1,10,0.1700852781432534,0.139341265294051
374400,300,1,10,0.1593137057055187,0.1345929019246464
374616,200,1,10,0.1631616004612385,0.1309507561184762
374832,300,1,10,0.1586979293629074,0.1311838122700141
375048,200,1,10,0.1747834111008454,0.1377055371619997
375264,300,1,10,0.1568550723609549,0.1349088520863426
375480,200,1,10,0.1671189638133345,0.1341991245575262
375696,300,1,10,0.1573638226056033,0.131432515277824
375912,200,1,10,0.1684102730909704,0.1307802756372828
376128,300,1,10,0.1630325399543509,0.1330542632174426
376344,200,1,10,0.1754668085871051,0.1315352346387701
376560,300,1,10,0.1505977463627757,0.131239481453814
376776,200,1,10,0.1765756126747771,0.134504382796696
376992,300,1,10,0.1620503666976345,0.129955494697774
377208,200,1,10,0.1748235767792378,0.143288084604196
377424,300,1,10,0.1585714814829175,0.1308639338557124
377640,200,1,10,0.1688053317422807,0.1329677355225393
377856,300,1,10,0.1573231829840221,0.1324564610988228
378072,200,1,10,0.1735743967125576,0.1361025945799395
378288,300,1,10,0.1566297825014276,0.1328860055607844
378504,200,1,10,0.1627482295041116,0.1282506621305982
378720,300,1,10,0.1635318407723167,0.133086039252272
378936,200,1,10,0.164850628690221,0.1358239685457017
379152,300,1,10,0.1559145315255125,0.1314991096257421
379368,200,1,10,0.1626988552623295,0.1325601526823932
379584,300,1,10,0.1524193942725778,0.1322267505301433
379800,200,1,10,0.1702601227019486,0.1365165101769777
380016,300,1,10,0.1563284028813762,0.1295869571563686
380232,200,1,10,0.1630628096191161,0.1350149720283397
380448,300,1,10,0.1579117409089749,0.136694215716148
380664,200,1,10,0.170651799352345,0.1324320187515743
380880,300,1,10,0.1651790267920683,0.1318554269855294
381096,200,1,10,0.1654370164476571,0.1293664774521968
381312,300,1,10,0.1593578571778809,0.1311180119238571
381528,200,1,10,0.1735316645878834,0.1378838161835643
381744,300,1,10,0.153744643010798,0.1285766669756757
381960,200,1,10,0.1652914212398021,0.1338924987396364
382176,300,1,10,0.1609306051794883,0.1331150709152134
382392,200,1,10,0.169292879528665,0.1360079973542937
382608,300,1,10,0.155997974522354,0.1317384806796707
382824,200,1,10,0.1721770673865444,0.1335312093787591
383040,300,1,10,0.1556914472551315,0.1316000312603479
383256,200,1,10,0.1704546963183142,0.128389785955331
383472,300,1,10,0.1656007969208277,0.1292845186173376
383688,200,1,10,0.1588993133917956,0.1333417766498705
383904,300,1,10,0.1645262631692588,0.1332727315540645
384120,200,1,10,0.1632447908633185,0.128125683786809
384336,300,1,10,0.1607312565745928,0.1317889374927659
384552,200,1,10,0.170294459337937,0.1352148823112268
384768,300,1,10,0.1579358422832014,0.1315880856420616
384984,200,1,10,0.1787735551028065,0.1297553557891323
385200,300,1,10,0.1600853512496993,0.1285783818009327
385416,200,1,10,0.1711407054937681,0.139800522293842
385632,300,1,10,0.1635810843608522,0.1332567192118972
385848,200,1,10,0.1633207400337274,0.1297752532605038
386064,300,1,10,0.1621050950770831,0.1331972953739753
386280,200,1,10,0.1679082805754583,0.136283052471472
386496,300,1,10,0.1588499913828284,0.1311298231955275
386712,200,1,10,0.1648444176896601,0.1362108923867344
386928,300,1,10,0.1564548601954317,0.1326782672373163
387144,200,1,10,0.1674164894571906,0.1337554290314097
387360,300,1,10,0.1578820160993395,0.1352926502657816
387576,200,1,10,0.1715502523316231,0.1378015148970574
387792,300,1,10,0.1576744431909804,0.1328831493872793
388008,200,1,10,0.168801706330175,0.1332690261779455
388224,300,1,10,0.1695936128144782,0.134967361916743
388440,200,1,10,0.1630266435852223,0.1301991736893172
388656,300,1,10,0.1564311513651817,0.1303739416083068
388872,200,1,10,0.158187358582034,0.1292725842541025
389088,300,1,10,0.1536940498772471,0.1336345373457139
389304,200,1,10,0.1816889602707144,0.1401113186185177
389520,300,1,10,0.1580554791776622,0.1297242598687152
389736,200,1,10,0.1652582446780355,0.1310963888094853
389952,300,1,10,0.1568664398703967,0.1312684797774258
390168,200,1,10,0.1720058833178468,0.131222205778806
390384,300,1,10,0.1611033784940384,0.1374017553223593
390600,200,1,10,0.1734977273024749,0.1358299111520255
390816,300,1,10,0.1672480389463894,0.1337193414251361
391032,200,1,10,0.1673569004950631,0.1373818453717761
391248,300,1,10,0.1608970952788974,0.1332879561794994
391464,200,1,10,0.1589339212996446,0.1288015246189668
391680,300,1,10,0.162354501141277,0.1293746175935818
391896,200,1,10,0.169072041094127,0.1295425876991041
392112,300,1,10,0.1595281587986148,0.1291016095728978
392328,200,1,10,0.1617892645548209,0.1284075589192133
392544,300,1,10,0.1550904448450507,0.131254945893671
392760,200,1,10,0.1701899552868498,0.1336091474157208
392976,300,1,10,0.1585941368391053,0.1267320184232044
393192,200,1,10,0.1761269871953938,0.1422166901690823
393408,300,1,10,0.1646003167671142,0.1305198833397909
393624,200,1,10,0.1656530774453425,0.1356487591367463
393840,300,1,10,0.1627555007318656,0.1339730690057097
394056,200,1,10,0.1698999267933471,0.1358127994045801
394272,300,1,10,0.1627617325641272,0.1364824147257742
394488,200,1,10,0.1712776911214772,0.1328171296083519
394704,300,1,10,0.1522478725185012,0.1286927751287807
394920,200,1,10,0.1844658258261545,0.1310589675146017
395136,300,1,10,0.1643042328537985,0.1355590362372037
395352,200,1,10,0.1646557782724167,0.1307578588447485
395568,300,1,10,0.166293074479753,0.1300472633413923
395784,200,1,10,0.1687524681732194,0.128547782580069
396000,300,1,10,0.162344081506007,0.1354873821619712
396216,200,1,10,0.1741714858465738,0.1345127895503332
396432,300,1,10,0.152509853628013,0.1352149439611464
396648,200,1,10,0.1607928607447773,0.1348040049766883
396864,300,1,10,0.1530381759997791,0.1330631951802046
397080,200,1,10,0.1757834519366811,0.1344082101717053
397296,300,1,10,0.1598279438162971,0.1317837488724539
397512,200,1,10,0.1596101891912884,0.1283107116717172
397728,300,1,10,0.1584647008004208,0.13223465981152
397944,200,1,10,0.1714147437525689,0.1372690920546119
398160,300,1,10,0.1562659572581672,0.1339767103414278
398376,200,1,10,0.177698011574178,0.1356844298845183
398592,300,1,10,0.1584528798627166,0.1256545709286321
398808,200,1,10,0.1704839708542265,0.1358936354244282
399024,300,1,10,0.1632638490738138,0.1348527683636449
399240,200,1,10,0.1605806738213749,0.1372572771824865
399456,300,1,10,0.1620753440030286,0.1299729936595668
399672,200,1,10,0.1705012399209263,0.1307666891317927
399888,300,1,10,0.1646905246889046,0.1340436055068409
400104,200,1,10,0.1764167642606705,0.1351994714200688
400320,300,1,10,0.1580884298447794,0.1312610523691963
400536,200,1,10,0.1711997046639339,0.1324883414590396
400752,300,1,10,0.1559408682632476,0.1325051501080057
400968,200,1,10,0.1700749243429771,0.1307149033171268
401184,300,1,10,0.1603417478503107,0.1281627667597911
401400,200,1,10,0.169279769073446,0.1301133932959612
401616,300,1,10,0.1529047388937948,0.13348409193804
401832,200,1,10,0.1708681129681824,0.1355797411354238
402048,300,1,10,0.148110115379342,0.1305304703594851
402264,200,1,10,0.1700702888424547,0.1302841154917434
402480,300,1,10,0.1586053835202509,0.1280209704459917
402696,200,1,10,0.168009801592715,0.130338670161541
402912,300,1,10,0.1602955061052948,0.1306288170855084
403128,200,1,10,0.1721555593491077,0.1334790620140442
403344,300,1,10,0.1514291862160514,0.1306735286360818
403560,200,1,10,0.1646063215429443,0.1285644403659985
403776,300,1,10,0.1512800674359289,0.1243780245603157
403992,200,1,10,0.1825361714325219,0.1414340829137916
404208,300,1,10,0.1553860346506285,0.1301084897333372
404424,200,1,10,0.1751647512530001,0.1353356592220082
404640,300,1,10,0.1593880200796571,0.1311777585944299
404856,200,1,10,0.1661885631693731,0.1299552374241147
405072,300,1,10,0.1659841342438573,0.1294100448298819
405288,200,1,10,0.1665075311411165,0.1347545531567258
405504,300,1,10,0.1614946531538195,0.1336657508222525
405720,200,1,10,0.1664832326031288,0.1334190705069371
405936,300,1,10,0.1634528614476528,0.1318777423588723
406152,200,1,10,0.1560179329876728,0.1281770457123373
406368,300,1,10,0.1634029402636161,0.1279840969089355
406584,200,1,10,0.1668808893891067,0.1315644240418198
406800,300,1,10,0.1696607733270164,0.1350571390703197
407016,200,1,10,0.1682745967023524,0.1367237127960804
407232,300,1,10,0.1694896053953611,0.1293155668151202
407448,200,1,10,0.1700290171379448,0.1318431302839855
407664,300,1,10,0.1651958102078478,0.1334325643454952
407880,200,1,10,0.1725546656241561,0.1410889091745999
408096,300,1,10,0.1631957180961016,0.1311798829779663
408312,200,1,10,0.1708487434473075,0.1355859131539385
408528,300,1,10,0.1572331694364196,0.1299049355177672
408744,200,1,10,0.1676149526621298,0.1340433258061845
408960,300,1,10,0.1625282614625194,0.129411558507167
409176,200,1,10,0.1759511733500993,0.1333578830064423
409392,300,1,10,0.158087970637426,0.1263726310334917
409608,200,1,10,0.1656482271093189,0.1314186653773809
409824,300,1,10,0.1606568461872163,0.1328993710026578
410040,200,1,10,0.1686851281015711,0.1333382926086267
410256,300,1,10,0.1529264301269778,0.1332032447184277
410472,200,1,10,0.1673226696176723,0.1347751890839958
410688,300,1,10,0.155885702975054,0.1303791396774123
410904,200,1,10,0.1639525864615952,0.1359920320112957
411120,300,1,10,0.1601965601976462,0.1313024353116434
411336,200,1,10,0.1667893503351958,0.1320070149833143
411552,300,1,10,0.1561715675226627,0.1275300250113212
411768,200,1,10,0.1618000592857632,0.1271657937327516
411984,300,1,10,0.1622375442656855,0.131600385508504
412200,200,1,10,0.1719525589848969,0.1329554801063249
412416,300,1,10,0.1491067970859461,0.1297927088713116
412632,200,1,10,0.1602381415071991,0.1252678254082295
412848,300,1,10,0.1621639586247723,0.1291679758874956
413064,200,1,10,0.1677100735162334,0.130565924872918
413280,300,1,10,0.15786483633683,0.1327648157061864
413496,200,1,10,0.161319144034502,0.1292872180013163
413712,300,1,10,0.1591836905168904,0.1311841985449359
413928,200,1,10,0.163126030340094,0.1315792695792496
414144,300,1,10,0.1651297863164002,0.1366057213540569
414360,200,1,10,0.1710390557490621,0.1378323084006215
414576,300,1,10,0.1627391781097686,0.131453633781151
414792,200,1,10,0.1666561222421321,0.1336658441918984
415008,300,1,10,0.157582351327892,0.1326360951507688
415224,200,1,10,0.1640382755628773,0.1307849941385585
415440,300,1,10,0.1567975815441232,0.1339410530142983
415656,200,1,10,0.1667604162963252,0.1356482823000349
415872,300,1,10,0.14852362030528,0.1280863102600767
416088,200,1,10,0.1701011241276285,0.1396079399175942
416304,300,1,10,0.164739684497835,0.1335450457875877
416520,200,1,10,0.1638925750133037,0.1302493842404147
416736,300,1,10,0.1640364244202007,0.1298747665658187
416952,200,1,10,0.1665792944513864,0.1300348225180984
417168,300,1,10,0.1661455208368563,0.1290586485421987
417384,200,1,10,0.1723136407418001,0.1325146045885605
417600,300,1,10,0.1526177190333552,0.1261639349348518
417816,200,1,10,0.1677396394584532,0.1315902318331099
418032,300,1,10,0.1503960109633159,0.1267843127019453
418248,200,1,10,0.1664453074482298,0.1328256644139753
418464,300,1,10,0.1616313469080554,0.1319149571139804
418680,200,1,10,0.1811618812882096,0.1366631579091494
418896,300,1,10,0.1616804008193441,0.1351460703124795
419112,200,1,10,0.1705285695906577,0.1313079220591327
419328,300,1,10,0.167950236692036,0.1320517723978839
419544,200,1,10,0.1692213835530464,0.1353609490289154
419760,300,1,10,0.1623857996395716,0.130777343999429
419976,200,1,10,0.1678055596316436,0.1330613657984255
420192,300,1,10,0.1663209648501676,0.1273909867164968
420408,200,1,10,0.170437829225759,0.133199229656023
420624,300,1,10,0.1610771775306414,0.1270229194534501
420840,200,1,10,0.174643807807694,0.1393713549097553
421056,300,1,10,0.1589423818556659,0.1343208212810304
421272,200,1,10,0.1774210147797633,0.1319035416727807
421488,300,1,10,0.1548611740720333,0.1333179775331124
421704,200,1,10,0.1716531416199759,0.1335296652272986
421920,300,1,10,0.1536959068046932,0.1335324148768336
422136,200,1,10,0.1742229458545729,0.1392742665621104
422352,300,1,10,0.1722503644494883,0.1271132850957399
422568,200,1,10,0.1656166632012818,0.1317829761304242
422784,300,1,10,0.1565043849830647,0.1295270511882605
423000,200,1,10,0.1826656887044379,0.1398087549884299
423216,300,1,10,0.1606029535783979,0.1359263648389815
423432,200,1,10,0.1724847903792649,0.1371038252504289
423648,300,1,10,0.1635217362278749,0.1307051827638775
423864,200,1,10,0.1720895913608363,0.133948442521923
424080,300,1,10,0.1687465101745195,0.1356139283527193
424296,200,1,10,0.1664849093862048,0.1275861618644981
424512,300,1,10,0.1625428215962021,0.1314044015846464
424728,200,1,10,0.1648420242962266,0.1337013765460783
424944,300,1,10,0.1567349044723808,0.1299881115803527
425160,200,1,10,0.1675128359385044,0.1328763620636685
425376,300,1,10,0.1622792361818328,0.1329105630104899
425592,200,1,10,0.1678383103976463,0.1341597436255178
425808,300,1,10,0.1571654113347497,0.1310175040578717
426024,200,1,10,0.1681366305144341,0.1365082734444299
426240,300,1,10,0.1556780393467567,0.1293891625746644
426456,200,1,10,0.1698898153173986,0.1317116979506263
426672,300,1,10,0.1620925212531946,0.1327963959581981
426888,200,1,10,0.1729134191515634,0.1364931645269338
427104,300,1,10,0.1700605039760079,0.13598833268854
427320,200,1,10,0.1797807596976528,0.1334405235202506
427536,300,1,10,0.1577962399571923,0.1338118488296598
427752,200,1,10,0.1631502493304176,0.135591743420258
427968,300,1,10,0.1593490176495292,0.1344279425636566
428184,200,1,10,0.1692888926034924,0.1325683199719873
428400,300,1,10,0.1579343496937745,0.131531068399768
428616,200,1,10,0.1769830188271513,0.1376456887581438
428832,300,1,10,0.1650435506714478,0.1354149245745548
429048,200,1,10,0.1714224069375352,0.1336258656083979
429264,300,1,10,0.1617546496803098,0.1293040511973317
429480,200,1,10,0.1708807595011145,0.1352159995849031
429696,300,1,10,0.1559905530961037,0.1317299767259996
429912,200,1,10,0.1620165742103549,0.1281284333827582
430128,300,1,10,0.158593905706838,0.125500175119606
430344,200,1,10,0.170174879108291,0.1362393668717039
430560,300,1,10,0.1650547651743394,0.133296552090131
430776,200,1,10,0.1658963874367107,0.1326280831230504
430992,300,1,10,0.1580827212612827,0.1316216181263662
431208,200,1,10,0.1665540294032263,0.133975749987622
431424,300,1,10,0.1606247249203218,0.1351664199203662
431640,200,1,10,0.1741964416718198,0.1293267456650634
431856,300,1,10,0.1557604553685714,0.1348340657353077
