,numVehicles,minRecipients,maxRecipients,operatingError,reportingError
112176,300,1,10,0.1534984312030855,0.1337670694853152
112392,200,1,10,0.1735159677315257,0.1404955400247929
112608,300,1,10,0.1606097744817427,0.1315799271830355
112824,200,1,10,0.1692999631548449,0.1369839069510691
113040,300,1,10,0.1633660225950801,0.1310507997147728
113256,200,1,10,0.1686901562560798,0.1336764448004034
113472,300,1,10,0.1589673250527506,0.1322767665308408
113688,200,1,10,0.1654482224864802,0.1301951930681207
113904,300,1,10,0.1509982647778849,0.1312686015873911
114120,200,1,10,0.1610601886240637,0.1281335405715228
114336,300,1,10,0.1622253496332878,0.1358822447870629
114552,200,1,10,0.1639887109748228,0.1356133210723194
114768,300,1,10,0.1642962318327654,0.1355799401094503
114984,200,1,10,0.1567560630717386,0.130350915627225
115200,300,1,10,0.1575514715731525,0.136778217114644
115416,200,1,10,0.1680788657428072,0.1370011566297459
115632,300,1,10,0.1693475042626359,0.136249477158649
115848,200,1,10,0.1735041931738787,0.1353093621664119
116064,300,1,10,0.1584375335184693,0.1319398245087458
116280,200,1,10,0.1678123028421159,0.1327300872243733
116496,300,1,10,0.1620458487256135,0.1339362855798072
116712,200,1,10,0.1716671004098879,0.1326826533665786
116928,300,1,10,0.1561111360714691,0.127727274449279
117144,200,1,10,0.1602754267431244,0.1304869968306289
117360,300,1,10,0.1571775861188047,0.1326704183815057
117576,200,1,10,0.1635004973057078,0.1264509838667371
117792,300,1,10,0.1565028353530565,0.1324737058178856
118008,200,1,10,0.1727576263741254,0.1347516928578808
118224,300,1,10,0.1620165741634038,0.1305935398187534
118440,200,1,10,0.1780178236856827,0.1354410447854884
118656,300,1,10,0.1567173882997235,0.1280912951867946
118872,200,1,10,0.1677057847920023,0.1330750861175134
119088,300,1,10,0.1573872209694429,0.1335164019353685
119304,200,1,10,0.171788534379243,0.1336034053666673
119520,300,1,10,0.1529628079482429,0.1322823854712629
119736,200,1,10,0.1658505980079131,0.1246542608300173
119952,300,1,10,0.1611210450892263,0.1332884190960263
120168,200,1,10,0.1758919483132782,0.1367962051846047
120384,300,1,10,0.1606212116033663,0.1309950360206747
120600,200,1,10,0.1698298874367032,0.1359302164171262
120816,300,1,10,0.1500407936913519,0.1276750802261112
121032,200,1,10,0.1662338617185236,0.1388191971211198
121248,300,1,10,0.1591114093841039,0.1302102532299276
121464,200,1,10,0.1738464465809137,0.1371730408089447
121680,300,1,10,0.1598677830812823,0.1342106088066954
121896,200,1,10,0.1738610907885006,0.139170975114622
122112,300,1,10,0.1572373228953171,0.1313433968447977
122328,200,1,10,0.1700415950930569,0.1322195667691333
122544,300,1,10,0.164927327704195,0.1328735009741513
122760,200,1,10,0.1677494723677454,0.132394979414467
122976,300,1,10,0.1557451166207486,0.1336771332709612
123192,200,1,10,0.1697651151106121,0.1348534699490822
123408,300,1,10,0.156372778505292,0.1283662716303981
123624,200,1,10,0.1723376911924217,0.1355677487154208
123840,300,1,10,0.1629568329873842,0.1327150876018661
124056,200,1,10,0.1656114102462792,0.1356112521986433
124272,300,1,10,0.1591235378189258,0.1321100047186067
124488,200,1,10,0.168676909692538,0.1311812783871861
124704,300,1,10,0.1588243763605497,0.1325891347019754
124920,200,1,10,0.1665279395721752,0.1293238385098996
125136,300,1,10,0.1547078438516591,0.1290702728514557
125352,200,1,10,0.167119291060827,0.1295585702632667
125568,300,1,10,0.1585751464464604,0.1329561693862851
125784,200,1,10,0.1717240672118966,0.1338958440674252
126000,300,1,10,0.1600600582963253,0.1303996975956775
126216,200,1,10,0.1702329514337759,0.1356520997751229
126432,300,1,10,0.1671145629882294,0.1331643355948471
126648,200,1,10,0.1676754747212619,0.136124612416668
126864,300,1,10,0.1666907289253009,0.1338252078806525
127080,200,1,10,0.169858352656161,0.1299832729498662
127296,300,1,10,0.1613751859881786,0.1343699824844161
127512,200,1,10,0.1686705179878029,0.1340481386615234
127728,300,1,10,0.1596328795458509,0.131984718180072
127944,200,1,10,0.1581558235461328,0.1305295545609765
128160,300,1,10,0.156503632240431,0.1353570040565492
128376,200,1,10,0.1694853332000034,0.1354242087367433
128592,300,1,10,0.1681972446074081,0.1307248330314311
128808,200,1,10,0.1816676546962281,0.1362213287076323
129024,300,1,10,0.1594021985517343,0.1318505858330409
129240,200,1,10,0.1666174699353881,0.1313332758927417
129456,300,1,10,0.1572417707564669,0.1297321135216042
129672,200,1,10,0.1722640809939631,0.1292972848260066
129888,300,1,10,0.1570629254359283,0.1304651448183093
130104,200,1,10,0.1639638635750286,0.1366271118042558
130320,300,1,10,0.1654192771690561,0.1397827147100065
130536,200,1,10,0.1629339304511105,0.1334022396759214
130752,300,1,10,0.1580867474296613,0.1322318491174129
130968,200,1,10,0.1703311101502118,0.1332834217040167
131184,300,1,10,0.1536516111361181,0.1331066190464601
131400,200,1,10,0.1751027047724759,0.1274579155414917
131616,300,1,10,0.1612123160273438,0.131284526776327
131832,200,1,10,0.1716861153825573,0.1330439633112358
132048,300,1,10,0.1637911116172845,0.1296602278343765
132264,200,1,10,0.1725654658621338,0.1385951223631688
132480,300,1,10,0.1723085014789306,0.1350047626539047
132696,200,1,10,0.1766378881692124,0.135247434438518
132912,300,1,10,0.1536245103040422,0.1314813322096756
133128,200,1,10,0.1633542685853794,0.1290878578479405
133344,300,1,10,0.1570876159219325,0.1336398556862236
133560,200,1,10,0.1654844689341391,0.1322664542323996
133776,300,1,10,0.1516709910158448,0.1279761333017114
133992,200,1,10,0.1626894533434303,0.1303682677746309
134208,300,1,10,0.1506414928786967,0.1260231503269104
134424,200,1,10,0.1736602089033107,0.1372580251950562
134640,300,1,10,0.1618122113721177,0.1306393478469526
134856,200,1,10,0.1597305326610182,0.127781640373621
135072,300,1,10,0.1679069986053727,0.1329600036737286
135288,200,1,10,0.1713813082879416,0.134727100754571
135504,300,1,10,0.1594118546421549,0.131616360181528
135720,200,1,10,0.1725945728842407,0.1348706887096999
135936,300,1,10,0.1472262505178033,0.1286014043534718
136152,200,1,10,0.1668417663884031,0.1352926378114462
136368,300,1,10,0.1560035694342949,0.1279039686262688
136584,200,1,10,0.1663667510121554,0.1316877870277931
136800,300,1,10,0.1656437011722139,0.1326792281461963
137016,200,1,10,0.1667288938232336,0.1295373716030071
137232,300,1,10,0.155984238962106,0.1297906970331676
137448,200,1,10,0.1712310755329502,0.1344791993192618
137664,300,1,10,0.1552228020615213,0.1280836202864771
137880,200,1,10,0.1715658895665726,0.1374450897188046
138096,300,1,10,0.1545168908246415,0.1342049414304691
138312,200,1,10,0.1650408150658564,0.1310691004721656
138528,300,1,10,0.1549488323324665,0.1320560360778727
138744,200,1,10,0.1707317375163272,0.1339408077644354
138960,300,1,10,0.1646118730662059,0.1308923944490665
139176,200,1,10,0.1614326345978752,0.1316553294616854
139392,300,1,10,0.1535510576249973,0.1272768317862653
139608,200,1,10,0.1650298277470301,0.1324454650685151
139824,300,1,10,0.167799678187356,0.1310227004922526
140040,200,1,10,0.1679429523384204,0.12977779625519
140256,300,1,10,0.1596515309033969,0.1306330577975903
140472,200,1,10,0.1644930547729491,0.1348512896451975
140688,300,1,10,0.1592775960807521,0.132289482931502
140904,200,1,10,0.1636722205107049,0.1278234309392122
141120,300,1,10,0.1591251357198352,0.1339447400505695
141336,200,1,10,0.1638214340887076,0.1252181375799751
141552,300,1,10,0.16667826321689,0.128435702279461
141768,200,1,10,0.1574812361665441,0.1275924512527932
141984,300,1,10,0.1611183187706696,0.1303668620343054
142200,200,1,10,0.1675589249319483,0.13464440350188
142416,300,1,10,0.1602734352455745,0.138702647757827
142632,200,1,10,0.1624174223712878,0.1342550060657437
142848,300,1,10,0.1520869441004783,0.1289037131403193
143064,200,1,10,0.1741169220245302,0.1393587858893991
143280,300,1,10,0.1587608647285721,0.1294124667225159
143496,200,1,10,0.1596027978493598,0.1337148684128683
143712,300,1,10,0.1582772548480212,0.1294868920946533
143928,200,1,10,0.1669475474105206,0.1350572156318796
144144,300,1,10,0.1595517053106497,0.1302366554580833
144360,200,1,10,0.1611534430313597,0.1339403894239395
144576,300,1,10,0.1611802258457742,0.13012260556832
144792,200,1,10,0.173205207382457,0.1374746942201891
145008,300,1,10,0.1581431923142414,0.1296326561384925
145224,200,1,10,0.1640497911026739,0.1405782481626716
145440,300,1,10,0.1571127371681529,0.1267036453660129
145656,200,1,10,0.1649881390978786,0.129751327546344
145872,300,1,10,0.1518999911659822,0.1344571554713441
146088,200,1,10,0.1750457667595599,0.1392916351881911
146304,300,1,10,0.1511120618149457,0.1319777154360344
146520,200,1,10,0.1636741465823614,0.1297096353692417
146736,300,1,10,0.1547687569832407,0.1341819413820441
146952,200,1,10,0.1637660092956775,0.1326663578055771
147168,300,1,10,0.160032775737919,0.1336205816463498
147384,200,1,10,0.172111822215762,0.1362262362295474
147600,300,1,10,0.1666499489774351,0.1336902359474807
147816,200,1,10,0.1761333742877358,0.1357195640159098
148032,300,1,10,0.1543456919604822,0.1326749105146235
148248,200,1,10,0.1592234191351481,0.1322134033303638
148464,300,1,10,0.1616443837294175,0.1306576811374205
148680,200,1,10,0.1698556555373729,0.1333239060256005
148896,300,1,10,0.1637023089857038,0.1257607354338573
149112,200,1,10,0.1599074162839233,0.1326842513893296
149328,300,1,10,0.158776571412379,0.1267123689995272
149544,200,1,10,0.170493364810961,0.1306175154714559
149760,300,1,10,0.1557713770982854,0.1333680337878975
149976,200,1,10,0.1663715601923127,0.133175235027941
150192,300,1,10,0.1572202860608764,0.1275692552259889
150408,200,1,10,0.1710283173755491,0.134891916551057
150624,300,1,10,0.1670260940162804,0.1378810031740457
150840,200,1,10,0.1649566087332438,0.1317835748453767
151056,300,1,10,0.1663060505831274,0.131591380899385
151272,200,1,10,0.1643171584460561,0.1283155045290545
151488,300,1,10,0.159053033579553,0.1310763765362637
151704,200,1,10,0.1684701354858351,0.1294642330372043
151920,300,1,10,0.1599895500779357,0.1300831515542929
152136,200,1,10,0.163949252068834,0.1308030143423683
152352,300,1,10,0.1613088754001558,0.1349099622924753
152568,200,1,10,0.1624375019523527,0.1344466020002797
152784,300,1,10,0.1599988137811936,0.1300688913878639
153000,200,1,10,0.1653718453147902,0.1369506702205588
153216,300,1,10,0.1576954423873568,0.1331911400545442
153432,200,1,10,0.1665295842855505,0.1368898010193704
153648,300,1,10,0.1535081498145357,0.1253804734378918
153864,200,1,10,0.1768436781901914,0.1363387337044981
154080,300,1,10,0.1537085525652433,0.1329979223339185
154296,200,1,10,0.1747989406504005,0.1317525855901051
154512,300,1,10,0.1611677267569915,0.1371700295657176
154728,200,1,10,0.1681024142026128,0.1315317040141105
154944,300,1,10,0.1655720780582206,0.1359121084041514
155160,200,1,10,0.1666496852877948,0.1356754925557607
155376,300,1,10,0.1549291086254172,0.126022106318879
155592,200,1,10,0.1705972396640155,0.1369491039452466
155808,300,1,10,0.1573826729091915,0.1290172880250108
156024,200,1,10,0.1619242919267306,0.1318571493421319
156240,300,1,10,0.1610912104895631,0.1282355142688956
156456,200,1,10,0.1683810342681386,0.132420410511631
156672,300,1,10,0.1554683373435683,0.1333383074370723
156888,200,1,10,0.1661700426447501,0.1348520398668943
157104,300,1,10,0.1546047779347533,0.1307722155225251
157320,200,1,10,0.1672912685995849,0.1336360992724368
157536,300,1,10,0.1667082643494097,0.13170653194399
157752,200,1,10,0.1782766006188661,0.1381217832393298
157968,300,1,10,0.1643018883603132,0.131286334805902
158184,200,1,10,0.1704309374463888,0.1353768221341905
158400,300,1,10,0.1578191289917977,0.1286264806812639
158616,200,1,10,0.1771867486798689,0.137001810523978
158832,300,1,10,0.1555951824129351,0.130820462381659
159048,200,1,10,0.1653722643926493,0.1353172476690099
159264,300,1,10,0.1492474643618094,0.1317265269919274
159480,200,1,10,0.1565835282881567,0.1293165473300068
159696,300,1,10,0.1589558942711207,0.1337301794823668
159912,200,1,10,0.1729658812501199,0.1297364839033347
160128,300,1,10,0.1563845150434424,0.1288687459173843
160344,200,1,10,0.1748397869645441,0.1352730545371503
160560,300,1,10,0.1659544069348557,0.1322623620949641
160776,200,1,10,0.1747552320522281,0.1310155876811926
160992,300,1,10,0.1517380873059178,0.1276557932962994
161208,200,1,10,0.1692801686450116,0.133372868278468
161424,300,1,10,0.1558835359776707,0.1327791542551739
161640,200,1,10,0.1668589704625776,0.1318624596693573
161856,300,1,10,0.1570418877485379,0.1309820487978396
162072,200,1,10,0.1670056268812857,0.1320944892893965
162288,300,1,10,0.1633542295026593,0.1321627841779086
162504,200,1,10,0.1654109306770262,0.1292703763312162
162720,300,1,10,0.1567173915530362,0.1285108837243829
162936,200,1,10,0.1671917423459041,0.1354546242143129
163152,300,1,10,0.1587684569996145,0.135618044132443
163368,200,1,10,0.1654129392420992,0.132614860437196
163584,300,1,10,0.159410685672076,0.1321337499695602
163800,200,1,10,0.1695007365189296,0.1352354031085284
164016,300,1,10,0.1668407124892867,0.1355018921501396
164232,200,1,10,0.1613826047449923,0.1370887975656978
164448,300,1,10,0.1595094020737083,0.1274411565970723
164664,200,1,10,0.1703324342556769,0.1349665036903927
164880,300,1,10,0.1563719282341026,0.1306248153136268
165096,200,1,10,0.1626431024829134,0.1303141601652853
165312,300,1,10,0.1626225562235819,0.1312683215653007
165528,200,1,10,0.1665132182904225,0.1305525538144864
165744,300,1,10,0.1562009616411256,0.1285070677495844
165960,200,1,10,0.1671910099231062,0.1327747430509998
166176,300,1,10,0.1647083326392789,0.1321468732626291
166392,200,1,10,0.1619555132826329,0.1289131944916776
166608,300,1,10,0.1639123271792642,0.1341593199375373
166824,200,1,10,0.1701045388561657,0.1320405133030776
167040,300,1,10,0.1545742027190713,0.1284637157096845
167256,200,1,10,0.1689240694377679,0.1318844034735727
167472,300,1,10,0.159309767830585,0.1308837479923159
167688,200,1,10,0.173040060412257,0.133688111319897
167904,300,1,10,0.1650484230392887,0.1306284363308124
168120,200,1,10,0.1698138158650326,0.1275331688363283
168336,300,1,10,0.1554588467794391,0.129204897691082
168552,200,1,10,0.1740163534648494,0.1346542056250156
168768,300,1,10,0.1581295929792111,0.1294909351683498
168984,200,1,10,0.166147299973836,0.1273322203888595
169200,300,1,10,0.1519193593761124,0.1262999665604419
169416,200,1,10,0.1680424023241112,0.1371121683377986
169632,300,1,10,0.1595990117497237,0.1385641063114692
169848,200,1,10,0.1686804420276854,0.1376087392023462
170064,300,1,10,0.1573193237142552,0.126968775855368
170280,200,1,10,0.1743686000982709,0.1332055895392554
170496,300,1,10,0.15461346001046,0.133318778628897
170712,200,1,10,0.1704048926192897,0.1408508858793404
170928,300,1,10,0.15652659149097,0.1326068250488318
171144,200,1,10,0.1632377898834735,0.1278977925475865
171360,300,1,10,0.1647254656612453,0.1331958275683047
171576,200,1,10,0.1613422905463303,0.1274462911569537
171792,300,1,10,0.1666929846227976,0.1321929562143734
172008,200,1,10,0.1736153399820741,0.1362925027467907
172224,300,1,10,0.1639639894657649,0.132799294714319
172440,200,1,10,0.1643018990797219,0.1344885151758099
172656,300,1,10,0.1635694677901413,0.131337563654333
172872,200,1,10,0.1687988792989775,0.1309049983459391
173088,300,1,10,0.1644368335288755,0.1304789752292353
173304,200,1,10,0.1653982931798072,0.1303388829577459
173520,300,1,10,0.1620701995634537,0.1286237499737058
173736,200,1,10,0.1680102363858604,0.1339784676919792
173952,300,1,10,0.1560152087616584,0.1321543751497181
174168,200,1,10,0.1741372718716372,0.1284503761637481
174384,300,1,10,0.1616722682779559,0.1326275135103396
174600,200,1,10,0.1748267790485124,0.1410829213794133
174816,300,1,10,0.1578573245767091,0.1313589042086072
175032,200,1,10,0.1715408135106791,0.1323447299118621
175248,300,1,10,0.157410356246376,0.1290223335275364
175464,200,1,10,0.1712912844478003,0.1387336218872332
175680,300,1,10,0.1637332297664553,0.1329716828771933
175896,200,1,10,0.1600929944469659,0.1335949423440489
176112,300,1,10,0.1657378073962554,0.1315642518739182
176328,200,1,10,0.1640584240980734,0.1349842938307799
176544,300,1,10,0.1640697802682873,0.1307061040595938
176760,200,1,10,0.1716930393526759,0.1352909638189827
176976,300,1,10,0.1566532988928252,0.1359047986878939
177192,200,1,10,0.1670799315845475,0.1446004996110351
177408,300,1,10,0.165723695372091,0.1334320194223629
177624,200,1,10,0.1709075938828576,0.1321597790620776
177840,300,1,10,0.1531309729810056,0.1307489541568604
178056,200,1,10,0.1645655136217665,0.1334425847639399
178272,300,1,10,0.1567114769889475,0.1288307122761496
178488,200,1,10,0.1739352785108861,0.1313715538535854
178704,300,1,10,0.1529608717562862,0.1289619378577226
178920,200,1,10,0.1677894311156183,0.134585441816579
179136,300,1,10,0.1608843604549267,0.1314412230605924
179352,200,1,10,0.1719538185867349,0.1311866967215521
179568,300,1,10,0.1545041496224261,0.1299850620428937
179784,200,1,10,0.1633398468457668,0.1358867324966384
180000,300,1,10,0.1560412102907958,0.1293926830031461
180216,200,1,10,0.1637216317017734,0.1323025263521902
180432,300,1,10,0.1594380391963687,0.1367027047074587
180648,200,1,10,0.1674607350769625,0.12558705390668
180864,300,1,10,0.1744376320844696,0.1343066902110204
181080,200,1,10,0.1588006992406895,0.1272374008050361
181296,300,1,10,0.1579551326652692,0.133812910210957
181512,200,1,10,0.1761101117340942,0.1312683584973613
181728,300,1,10,0.1575512628117688,0.1342709118834646
181944,200,1,10,0.1710863313491158,0.1309976496389447
182160,300,1,10,0.1557764847813841,0.1319815127205638
182376,200,1,10,0.1698296033752734,0.1311641416190052
182592,300,1,10,0.1627975129470804,0.1326832387079217
182808,200,1,10,0.165054295380634,0.1407993272615375
183024,300,1,10,0.1509403284600637,0.1303795943690057
183240,200,1,10,0.1624680419935519,0.131006695261979
183456,300,1,10,0.1624168896889111,0.1303284877208045
183672,200,1,10,0.1741170295506761,0.1283871694501864
183888,300,1,10,0.160911527042013,0.1351188558999319
184104,200,1,10,0.1678359929869087,0.1376932568815143
184320,300,1,10,0.1591668893285167,0.1292330157982557
184536,200,1,10,0.1712220126654498,0.1361757175086226
184752,300,1,10,0.1627506557748166,0.1343992464646028
184968,200,1,10,0.1648149947303383,0.1306551704579924
185184,300,1,10,0.163354725339465,0.1284771833316638
185400,200,1,10,0.1731367976015909,0.1353653484582836
185616,300,1,10,0.1585211316555682,0.1311645165969759
185832,200,1,10,0.1728921320019051,0.1359995608217
186048,300,1,10,0.1564571088981762,0.1361700887712531
186264,200,1,10,0.17390743094202,0.1338868689722873
186480,300,1,10,0.1507571655845087,0.1312325830566415
186696,200,1,10,0.1647007835843341,0.1288450646689359
186912,300,1,10,0.1638776562855125,0.1325642964064664
187128,200,1,10,0.1696866524386028,0.1376076972413622
187344,300,1,10,0.1560503353819762,0.1281813537421532
187560,200,1,10,0.1690570501860148,0.1349903185165581
187776,300,1,10,0.1576635242039878,0.1327338053724373
187992,200,1,10,0.169540599022239,0.1335298791244689
188208,300,1,10,0.1579665162710454,0.1213601848501255
188424,200,1,10,0.1671912663703577,0.1360657560496845
188640,300,1,10,0.1550945509034385,0.1294175738072316
188856,200,1,10,0.1683562802820545,0.1290848686100495
189072,300,1,10,0.1659307662194063,0.1355015458461601
189288,200,1,10,0.1604792740907408,0.1287292685029429
189504,300,1,10,0.1472272127850347,0.1291492539112009
189720,200,1,10,0.1718546733281103,0.1316288243703699
189936,300,1,10,0.1528299482224473,0.1286450211990525
190152,200,1,10,0.1639353071307967,0.1363067539480944
190368,300,1,10,0.1607321988610026,0.1366881562467755
190584,200,1,10,0.1674839691334727,0.134821433370072
190800,300,1,10,0.1601852531826173,0.1322020413949602
191016,200,1,10,0.1634338963049643,0.1286587849177124
191232,300,1,10,0.1649570997350401,0.1322574148506346
191448,200,1,10,0.1714302980246874,0.1318521532058637
191664,300,1,10,0.1595545479131347,0.1297778114401687
191880,200,1,10,0.1656616606775798,0.1334476411204619
192096,300,1,10,0.1579774972564285,0.1297359111682509
192312,200,1,10,0.171852327272667,0.135373385464142
192528,300,1,10,0.1645728966757195,0.133153192253876
192744,200,1,10,0.1734323242403963,0.1347869205283045
192960,300,1,10,0.1571489373289269,0.1302428184830025
193176,200,1,10,0.1643394162631958,0.1305394286049814
193392,300,1,10,0.1603362760287435,0.1299133097902059
193608,200,1,10,0.1624714206581508,0.1308648100607053
193824,300,1,10,0.1556344876189713,0.1372184996557011
194040,200,1,10,0.1743579840879646,0.1322723967744076
194256,300,1,10,0.1589010508112829,0.1282582018534692
194472,200,1,10,0.1737111416495831,0.13621556314702
194688,300,1,10,0.1593935621467474,0.1290039530405663
194904,200,1,10,0.1646669383175605,0.128937342041269
195120,300,1,10,0.1635008517470747,0.1365786222703705
195336,200,1,10,0.1758634183827625,0.1375738212278218
195552,300,1,10,0.1541927610160924,0.1303617704052349
195768,200,1,10,0.1644332126464724,0.1330695301882149
195984,300,1,10,0.1588623586059573,0.1291002042883758
196200,200,1,10,0.1695605218841263,0.1330456701179064
196416,300,1,10,0.1505354151656249,0.1271578048277869
196632,200,1,10,0.1885136523819349,0.1358937387083696
196848,300,1,10,0.1577407359476311,0.1317518284688296
197064,200,1,10,0.16805825709982,0.1346188759677256
197280,300,1,10,0.1647055822926806,0.1311542417277751
197496,200,1,10,0.1706345094408654,0.1318664378760453
197712,300,1,10,0.1541093680548486,0.1317297367753309
197928,200,1,10,0.1571850434858145,0.1277146762931605
198144,300,1,10,0.1549877848677417,0.128913797086332
198360,200,1,10,0.17011065721981,0.1318648817394419
198576,300,1,10,0.1530739918732962,0.1282494739187837
198792,200,1,10,0.1725767009911748,0.134995958673492
199008,300,1,10,0.1676862160748398,0.135958205375165
199224,200,1,10,0.1692917355256338,0.1356784721923594
199440,300,1,10,0.1576760476562587,0.1365459705120825
199656,200,1,10,0.1689766627560907,0.1344950894895732
199872,300,1,10,0.1605382244029623,0.134790941246447
200088,200,1,10,0.1762084355087019,0.1381263291861857
200304,300,1,10,0.1665289808496046,0.1321091116482858
200520,200,1,10,0.1716901405690415,0.1387239377463537
200736,300,1,10,0.1572231799052572,0.1323140365590948
200952,200,1,10,0.1647675020215078,0.1330808822877561
201168,300,1,10,0.1636357734314835,0.1345915697839867
201384,200,1,10,0.1682636926945237,0.1302237802051489
201600,300,1,10,0.1614961975565643,0.13358505269001
201816,200,1,10,0.1817338127659372,0.1362179875079925
202032,300,1,10,0.1614908310226126,0.1342570715389391
202248,200,1,10,0.1664786729445665,0.1321666420676714
202464,300,1,10,0.167278711402702,0.1373555295329164
202680,200,1,10,0.1662374495128197,0.1337614112169152
202896,300,1,10,0.1616084938376264,0.1326355346018647
203112,200,1,10,0.1736382078083961,0.1309394907191816
203328,300,1,10,0.1669310908204796,0.1339213031989728
203544,200,1,10,0.1631721909576012,0.1357078433548545
203760,300,1,10,0.1533139926370248,0.1285050396752023
203976,200,1,10,0.1720232774615114,0.1337426041777774
204192,300,1,10,0.1598145451621599,0.1329085579394722
204408,200,1,10,0.1667003519316335,0.1373780668415608
204624,300,1,10,0.1566567396398468,0.129036875021688
204840,200,1,10,0.1621063635902234,0.1329994444278588
205056,300,1,10,0.1578703222763855,0.1329463304284746
205272,200,1,10,0.1663266711875247,0.1316092641011731
205488,300,1,10,0.1572286985389668,0.1319677345275958
205704,200,1,10,0.1599588364249525,0.1327094649640819
205920,300,1,10,0.1526396288228266,0.1327036830968362
206136,200,1,10,0.1691771029159378,0.1323136246650685
206352,300,1,10,0.1554665891753626,0.1353547009602533
206568,200,1,10,0.1585763890360477,0.1326474126048843
206784,300,1,10,0.1565932941939055,0.1297177126040641
207000,200,1,10,0.1738303579330466,0.1368417221282405
207216,300,1,10,0.1574625237707718,0.1298796603772383
207432,200,1,10,0.1649497601959632,0.1346520806999463
207648,300,1,10,0.1674735223185846,0.1319641210196299
207864,200,1,10,0.1734601720671658,0.1408336320707275
208080,300,1,10,0.1637216626963749,0.1391149438908744
208296,200,1,10,0.1602628912864949,0.1369188175854437
208512,300,1,10,0.1625339596322806,0.1362546764311371
208728,200,1,10,0.1605867316147234,0.1280388099329242
208944,300,1,10,0.1657520422197506,0.1296994447622343
209160,200,1,10,0.1729124083667229,0.1314480486000833
209376,300,1,10,0.1554867110058935,0.1264814598819004
209592,200,1,10,0.1742415748389149,0.1328693995011184
209808,300,1,10,0.160559286950522,0.1294266034089039
210024,200,1,10,0.1628292444822613,0.1336831871344271
210240,300,1,10,0.1668415463791878,0.1363772206439913
210456,200,1,10,0.1724221725515203,0.1346386170073798
210672,300,1,10,0.1540393944600014,0.1330255385596949
210888,200,1,10,0.164319739888615,0.1274026922402675
211104,300,1,10,0.161372547419718,0.128035201209891
211320,200,1,10,0.17216820359697,0.1330665914818038
211536,300,1,10,0.1593043593129591,0.1315384295781754
211752,200,1,10,0.1715147822374741,0.1367439229217206
211968,300,1,10,0.1625778454449722,0.1274712940015196
212184,200,1,10,0.1662027696930095,0.1342294447088894
212400,300,1,10,0.1566677946384217,0.1297018915279763
212616,200,1,10,0.1670114617916254,0.1370870953996223
212832,300,1,10,0.1637720920041582,0.1323982386816607
213048,200,1,10,0.1706234044027706,0.1318937867910231
213264,300,1,10,0.1585365982899404,0.1303438339337614
213480,200,1,10,0.1595825751365395,0.1339851091046927
213696,300,1,10,0.1585197447624142,0.1325815802468846
213912,200,1,10,0.1745633862883695,0.1312146292833038
214128,300,1,10,0.157390478940588,0.1319941423088724
214344,200,1,10,0.1735758984100116,0.1287611898958254
214560,300,1,10,0.163487696554947,0.1349083396629383
214776,200,1,10,0.1704566913992387,0.136278978546469
214992,300,1,10,0.1598352406982555,0.1281148273362768
215208,200,1,10,0.169223482072272,0.1311977250436662
215424,300,1,10,0.1512541542476453,0.1280753303876348
215640,200,1,10,0.1724516232099003,0.1319533362611628
215856,300,1,10,0.1538266130463569,0.129883329177471
216072,200,1,10,0.1648175433284634,0.1336635413385328
216288,300,1,10,0.1583600201906393,0.1355234442919881
216504,200,1,10,0.1702877504250526,0.1279555411302634
216720,300,1,10,0.1562552244713582,0.1274871498776889
216936,200,1,10,0.1746499373422483,0.1391151616954067
217152,300,1,10,0.1583412811972288,0.1316177873837331
217368,200,1,10,0.1612525532084491,0.1298762122461995
217584,300,1,10,0.1536636852012453,0.1299308360407574
217800,200,1,10,0.1678751116604765,0.1301157897064985
218016,300,1,10,0.1549348694595227,0.1308972151441104
218232,200,1,10,0.1651353150298487,0.1296401652451198
218448,300,1,10,0.162550857641945,0.1346544051924268
218664,200,1,10,0.1614802471936779,0.1307120944777316
218880,300,1,10,0.1550013689140867,0.1328538579374964
219096,200,1,10,0.1720659043932534,0.1301183437202839
219312,300,1,10,0.1637093075894395,0.1339562792458574
219528,200,1,10,0.1708361817648412,0.1366784764869933
219744,300,1,10,0.156513626197684,0.1343803860471616
219960,200,1,10,0.1699179406811969,0.1339402410577426
220176,300,1,10,0.1667428418512661,0.1319704458487003
220392,200,1,10,0.1582563701275059,0.1296705279925049
220608,300,1,10,0.168013034115425,0.1327034150771252
220824,200,1,10,0.16886332685397,0.1325522200345593
221040,300,1,10,0.1558557367701092,0.1360680540046025
221256,200,1,10,0.1699804209449935,0.1313201630481627
221472,300,1,10,0.1574459362639681,0.131239954691096
221688,200,1,10,0.1738104976184829,0.1289274615034255
221904,300,1,10,0.1593740781911049,0.1315636334764069
222120,200,1,10,0.1584155733023828,0.1354708632040721
222336,300,1,10,0.1538580459703973,0.1274006273130927
222552,200,1,10,0.162215476469024,0.1280819332384316
222768,300,1,10,0.1619664974838096,0.13213928752762
222984,200,1,10,0.1634210214908936,0.1305617255858926
223200,300,1,10,0.1626780348313916,0.1355031497819032
223416,200,1,10,0.174071176027167,0.134419570982522
223632,300,1,10,0.1577503890196721,0.1341117880301079
223848,200,1,10,0.1616424178403705,0.1321835426137788
224064,300,1,10,0.1624990578248569,0.128884472666413
224280,200,1,10,0.1666865694859038,0.1372905110896593
224496,300,1,10,0.1615364685630542,0.1272053473419213
